train_loss,train_accuracy,epoch,step,test_loss,test_acc
0.6367170810699463,0.84375,0,0,,
0.6332845687866211,0.8359375,0,1,,
0.6258211731910706,0.890625,0,2,,
0.6407346725463867,0.828125,0,3,,
0.6435529589653015,0.7890625,0,4,,
0.6255989670753479,0.875,0,5,,
0.6208078861236572,0.859375,0,6,,
0.6315686702728271,0.8203125,0,7,,
0.61397385597229,0.8828125,0,8,,
0.620328426361084,0.8515625,0,9,,
0.6225618720054626,0.828125,0,10,,
0.600237250328064,0.90625,0,11,,
0.6095649600028992,0.8515625,0,12,,
0.6166777610778809,0.8359375,0,13,,
0.6072238683700562,0.8828125,0,14,,
0.6012004613876343,0.875,0,15,,
0.5839871168136597,0.9375,0,16,,
0.6052426695823669,0.8515625,0,17,,
0.6022172570228577,0.859375,0,18,,
0.6004046201705933,0.84375,0,19,,
0.5961272716522217,0.859375,0,20,,
0.5982534885406494,0.8515625,0,21,,
0.5979514718055725,0.8515625,0,22,,
0.5719683170318604,0.921875,0,23,,
0.5964345335960388,0.8203125,0,24,,
0.5973420143127441,0.8359375,0,25,,
0.5788171291351318,0.8671875,0,26,,
0.5763064622879028,0.8671875,0,27,,
0.5814220905303955,0.859375,0,28,,
0.5378687381744385,0.953125,0,29,,
0.579889178276062,0.859375,0,30,,
0.5475143194198608,0.921875,0,31,,
0.5763999223709106,0.8515625,0,32,,
0.5724778771400452,0.875,0,33,,
0.5611500144004822,0.859375,0,34,,
0.5680730938911438,0.84375,0,35,,
0.5680136680603027,0.859375,0,36,,
0.5387644171714783,0.8984375,1,37,,
0.5622351169586182,0.8515625,1,38,,
0.5726320743560791,0.8203125,1,39,,
0.571380078792572,0.828125,1,40,,
0.5401940941810608,0.8828125,1,41,,
0.5545125007629395,0.8359375,1,42,,
0.5305153131484985,0.890625,1,43,,
0.5363456606864929,0.859375,1,44,,
0.5350083112716675,0.8671875,1,45,,
0.5226837396621704,0.8828125,1,46,,
0.5480146408081055,0.828125,1,47,,
0.537051260471344,0.84375,1,48,,
0.5322728753089905,0.859375,1,49,,
0.5072556138038635,0.8984375,1,50,,
0.4929436147212982,0.921875,1,51,,
0.5116887092590332,0.875,1,52,,
0.5184065103530884,0.859375,1,53,,
0.5066369771957397,0.859375,1,54,,
0.49872350692749023,0.8828125,1,55,,
0.4910539984703064,0.875,1,56,,
0.49008670449256897,0.8671875,1,57,,
0.48970773816108704,0.8515625,1,58,,
0.49668487906455994,0.8359375,1,59,,
0.4837195873260498,0.859375,1,60,,
0.4535849094390869,0.8984375,1,61,,
0.499615341424942,0.8359375,1,62,,
0.5094343423843384,0.8125,1,63,,
0.46773815155029297,0.8515625,1,64,,
0.46493056416511536,0.859375,1,65,,
0.44459810853004456,0.8671875,1,66,,
0.4534018337726593,0.8515625,1,67,,
0.3886718451976776,0.9140625,1,68,,
0.4308176040649414,0.8671875,1,69,,
0.4853264093399048,0.8046875,1,70,,
0.3987404406070709,0.8828125,1,71,,
0.340328574180603,0.9296875,1,72,,
0.3697534203529358,0.8984375,1,73,,
0.3973213732242584,0.8671875,2,74,,
0.38066232204437256,0.8828125,2,75,,
0.347012460231781,0.890625,2,76,,
0.38659995794296265,0.875,2,77,,
0.4693140387535095,0.796875,2,78,,
0.3466125726699829,0.890625,2,79,,
0.39376845955848694,0.8515625,2,80,,
0.5030199885368347,0.7734375,2,81,,
0.32300707697868347,0.90625,2,82,,
0.4065851867198944,0.8515625,2,83,,
0.3783074915409088,0.8671875,2,84,,
0.42835327982902527,0.8203125,2,85,,
0.37057793140411377,0.8671875,2,86,,
0.36558103561401367,0.8671875,2,87,,
0.4050692319869995,0.84375,2,88,,
0.35966140031814575,0.8671875,2,89,,
0.33595576882362366,0.875,2,90,,
0.40197062492370605,0.84375,2,91,,
0.433304101228714,0.8203125,2,92,,
0.28645116090774536,0.9140625,2,93,,
0.33544549345970154,0.8828125,2,94,,
0.31138840317726135,0.890625,2,95,,
0.39039182662963867,0.8359375,2,96,,
0.3992874324321747,0.828125,2,97,,
0.36415785551071167,0.84375,2,98,,
0.37490114569664,0.8359375,2,99,,
0.3600974380970001,0.8515625,2,100,,
0.3060811758041382,0.890625,2,101,,
0.3595210313796997,0.859375,2,102,,
0.291422963142395,0.8984375,2,103,,
0.33182665705680847,0.8671875,2,104,,
0.33340004086494446,0.8671875,2,105,,
0.2554367184638977,0.921875,2,106,,
0.2563260495662689,0.90625,2,107,,
0.31266850233078003,0.859375,2,108,,
0.2658245861530304,0.8828125,2,109,,
0.24306869506835938,0.9140625,2,110,,
0.2642790377140045,0.8984375,3,111,,
0.31081053614616394,0.8515625,3,112,,
0.3011222183704376,0.875,3,113,,
0.34130528569221497,0.8359375,3,114,,
0.36625030636787415,0.84375,3,115,,
0.2956221103668213,0.859375,3,116,,
0.3339368999004364,0.8359375,3,117,,
0.2176724225282669,0.9296875,3,118,,
0.2934570014476776,0.8515625,3,119,,
0.31492260098457336,0.8515625,3,120,,
0.344900518655777,0.8046875,3,121,,
0.24551129341125488,0.875,3,122,,
0.2884841561317444,0.859375,3,123,,
0.27624940872192383,0.84375,3,124,,
0.19972257316112518,0.921875,3,125,,
0.28099337220191956,0.8671875,3,126,,
0.3301631212234497,0.8203125,3,127,,
0.26995426416397095,0.8515625,3,128,,
0.2884756326675415,0.8515625,3,129,,
0.27083101868629456,0.8515625,3,130,,
0.2714868485927582,0.8828125,3,131,,
0.21940332651138306,0.890625,3,132,,
0.33277061581611633,0.8359375,3,133,,
0.28499531745910645,0.8125,3,134,,
0.23506923019886017,0.8671875,3,135,,
0.24626430869102478,0.8671875,3,136,,
0.31076812744140625,0.828125,3,137,,
0.19608427584171295,0.90625,3,138,,
0.2593334913253784,0.8828125,3,139,,
0.22778332233428955,0.8828125,3,140,,
0.19809815287590027,0.8828125,3,141,,
0.22859543561935425,0.8828125,3,142,,
0.2241140604019165,0.8984375,3,143,,
0.22262288630008698,0.8984375,3,144,,
0.2311798632144928,0.875,3,145,,
0.22880038619041443,0.8671875,3,146,,
0.23802562057971954,0.875,3,147,,
0.21261096000671387,0.890625,4,148,,
0.14562709629535675,0.90625,4,149,,
0.19863833487033844,0.890625,4,150,,
0.3442501425743103,0.8203125,4,151,,
0.23069752752780914,0.8359375,4,152,,
0.196005716919899,0.921875,4,153,,
0.20710651576519012,0.875,4,154,,
0.29865267872810364,0.8359375,4,155,,
0.18497022986412048,0.8984375,4,156,,
0.21589085459709167,0.8671875,4,157,,
0.2523914575576782,0.875,4,158,,
0.2416175752878189,0.875,4,159,,
0.2424570918083191,0.859375,4,160,,
0.24331888556480408,0.890625,4,161,,
0.24759618937969208,0.859375,4,162,,
0.20247341692447662,0.8984375,4,163,,
0.31276458501815796,0.828125,4,164,,
0.23861411213874817,0.890625,4,165,,
0.19058072566986084,0.9140625,4,166,,
0.1978086531162262,0.875,4,167,,
0.20515358448028564,0.8828125,4,168,,
0.28811541199684143,0.8515625,4,169,,
0.24788439273834229,0.8828125,4,170,,
0.2617732882499695,0.8671875,4,171,,
0.24423357844352722,0.8671875,4,172,,
0.18918640911579132,0.921875,4,173,,
0.25987690687179565,0.84375,4,174,,
0.21255239844322205,0.8828125,4,175,,
0.21099135279655457,0.875,4,176,,
0.26170527935028076,0.8515625,4,177,,
0.2085776925086975,0.890625,4,178,,
0.19007211923599243,0.890625,4,179,,
0.2575186491012573,0.875,4,180,,
0.19022832810878754,0.9296875,4,181,,
0.183771550655365,0.8984375,4,182,,
0.2069132775068283,0.8828125,4,183,,
0.30106818675994873,0.8359375,4,184,,
,,4,185,0.21606194972991943,0.8849239945411682
