train_loss,train_accuracy,epoch,step,test_loss,test_acc
0.6849104762077332,0.5859375,0,0,,
0.6780695915222168,0.6640625,0,1,,
0.6715965270996094,0.7265625,0,2,,
0.6602661609649658,0.7734375,0,3,,
0.6490031480789185,0.8828125,0,4,,
0.6505202054977417,0.7890625,0,5,,
0.6426676511764526,0.8203125,0,6,,
0.6291177272796631,0.8515625,0,7,,
0.6152334809303284,0.84375,0,8,,
0.6134269833564758,0.875,0,9,,
0.6070408225059509,0.828125,0,10,,
0.5862489342689514,0.8828125,0,11,,
0.5759215950965881,0.8671875,0,12,,
0.556847333908081,0.921875,0,13,,
0.5329462289810181,0.8828125,0,14,,
0.5528560876846313,0.7890625,0,15,,
0.5224418044090271,0.859375,0,16,,
0.5142929553985596,0.8203125,0,17,,
0.4608652591705322,0.859375,0,18,,
0.4606857895851135,0.875,0,19,,
0.4428641200065613,0.8203125,0,20,,
0.3802677094936371,0.8671875,0,21,,
0.36295852065086365,0.875,0,22,,
0.3562311828136444,0.8515625,0,23,,
0.32947850227355957,0.859375,0,24,,
0.35975340008735657,0.828125,0,25,,
0.35601159930229187,0.84375,0,26,,
0.3159828186035156,0.8671875,0,27,,
0.3011547327041626,0.8671875,0,28,,
0.2809285521507263,0.890625,0,29,,
0.3942692279815674,0.8203125,0,30,,
0.2910696268081665,0.8671875,0,31,,
0.27762508392333984,0.875,0,32,,
0.24623514711856842,0.8984375,0,33,,
0.18659457564353943,0.9375,0,34,,
0.21143770217895508,0.90625,0,35,,
0.3062155246734619,0.8359375,0,36,,
0.25540056824684143,0.8671875,1,37,,
0.22513297200202942,0.9140625,1,38,,
0.26402053236961365,0.890625,1,39,,
0.2260947972536087,0.8828125,1,40,,
0.2047813981771469,0.8828125,1,41,,
0.19669905304908752,0.8984375,1,42,,
0.23642432689666748,0.8359375,1,43,,
0.2432265281677246,0.8828125,1,44,,
0.2426328957080841,0.8671875,1,45,,
0.2162969708442688,0.875,1,46,,
0.22624677419662476,0.8828125,1,47,,
0.23810403048992157,0.890625,1,48,,
0.2266300618648529,0.9140625,1,49,,
0.22079287469387054,0.890625,1,50,,
0.2947472929954529,0.875,1,51,,
0.24454446136951447,0.890625,1,52,,
0.24983908236026764,0.921875,1,53,,
0.2002652883529663,0.9140625,1,54,,
0.24418824911117554,0.8984375,1,55,,
0.15297138690948486,0.9375,1,56,,
0.2666560411453247,0.9140625,1,57,,
0.16943389177322388,0.9375,1,58,,
