train_loss,train_accuracy,epoch,step,test_loss,test_acc
0.7039834260940552,0.3984375,0,0,,
0.6954967379570007,0.484375,0,1,,
0.6875255107879639,0.5546875,0,2,,
0.686732292175293,0.5859375,0,3,,
0.681025505065918,0.6328125,0,4,,
0.6816666126251221,0.578125,0,5,,
0.6718123555183411,0.7109375,0,6,,
0.6567298769950867,0.7734375,0,7,,
0.65020352602005,0.8046875,0,8,,
0.6400866508483887,0.890625,0,9,,
0.6416664123535156,0.859375,0,10,,
0.6390270590782166,0.828125,0,11,,
0.6353458166122437,0.8203125,0,12,,
0.6249377727508545,0.8515625,0,13,,
0.613820493221283,0.8515625,0,14,,
0.6103010773658752,0.8671875,0,15,,
0.6074236035346985,0.8671875,0,16,,
0.6020223498344421,0.8203125,0,17,,
0.5931061506271362,0.84375,0,18,,
0.5738989114761353,0.859375,0,19,,
0.5582152009010315,0.90625,0,20,,
0.571090579032898,0.796875,0,21,,
0.5540950298309326,0.859375,0,22,,
0.5432867407798767,0.859375,0,23,,
0.5136215686798096,0.8984375,0,24,,
0.5224557518959045,0.84375,0,25,,
0.5183631181716919,0.828125,0,26,,
0.4833357334136963,0.859375,0,27,,
0.4750257134437561,0.8828125,0,28,,
0.46596065163612366,0.8671875,0,29,,
0.4026060104370117,0.8984375,0,30,,
0.42535439133644104,0.875,0,31,,
0.4382486045360565,0.84375,0,32,,
0.37703266739845276,0.8984375,0,33,,
0.3434980809688568,0.9140625,0,34,,
0.36126601696014404,0.8671875,0,35,,
0.35146504640579224,0.84375,0,36,,
0.3336412012577057,0.8515625,1,37,,
0.2908247411251068,0.8828125,1,38,,
0.3086031675338745,0.8671875,1,39,,
0.32506299018859863,0.8515625,1,40,,
0.45589756965637207,0.78125,1,41,,
0.3488202691078186,0.828125,1,42,,
0.26417940855026245,0.890625,1,43,,
0.3367582857608795,0.8515625,1,44,,
0.30688661336898804,0.859375,1,45,,
0.26110905408859253,0.8828125,1,46,,
0.3235218822956085,0.8046875,1,47,,
0.2045125663280487,0.921875,1,48,,
0.2654357850551605,0.859375,1,49,,
0.17533013224601746,0.9453125,1,50,,
0.2644652724266052,0.875,1,51,,
0.25914809107780457,0.859375,1,52,,
0.24461597204208374,0.8828125,1,53,,
0.20429827272891998,0.9140625,1,54,,
0.19967332482337952,0.90625,1,55,,
0.25973960757255554,0.859375,1,56,,
0.28458309173583984,0.8671875,1,57,,
0.2296363115310669,0.8515625,1,58,,
0.24209219217300415,0.8515625,1,59,,
0.20560936629772186,0.9140625,1,60,,
0.21549321711063385,0.8828125,1,61,,
0.29710906744003296,0.8515625,1,62,,
0.24140702188014984,0.875,1,63,,
0.24199965596199036,0.8984375,1,64,,
0.23246370255947113,0.8515625,1,65,,
0.170817032456398,0.90625,1,66,,
0.27274417877197266,0.8671875,1,67,,
0.19418807327747345,0.890625,1,68,,
0.1264236569404602,0.9296875,1,69,,
0.25478509068489075,0.875,1,70,,
0.2747574746608734,0.828125,1,71,,
0.22485585510730743,0.8828125,1,72,,
0.1800995022058487,0.8984375,1,73,,
0.23020943999290466,0.8828125,2,74,,
0.24028784036636353,0.890625,2,75,,
