train_loss,train_accuracy,epoch,step,test_loss,test_acc
0.5959721803665161,0.8515625,0,0,,
0.5968033075332642,0.84375,0,1,,
0.5951718688011169,0.8515625,0,2,,
0.5985419154167175,0.8359375,0,3,,
0.5963677167892456,0.84375,0,4,,
0.5797854065895081,0.890625,0,5,,
0.5651649236679077,0.921875,0,6,,
0.5838216543197632,0.859375,0,7,,
0.5876420736312866,0.8515625,0,8,,
0.5637335181236267,0.9140625,0,9,,
0.567188024520874,0.9140625,0,10,,
0.5618162155151367,0.90625,0,11,,
0.5919567942619324,0.8125,0,12,,
0.5778473615646362,0.8671875,0,13,,
0.5924025177955627,0.8125,0,14,,
0.5700809359550476,0.8671875,0,15,,
0.5664495825767517,0.875,0,16,,
0.5699023008346558,0.8671875,0,17,,
0.5798298120498657,0.8359375,0,18,,
0.5759031176567078,0.84375,0,19,,
0.554875373840332,0.8984375,0,20,,
0.5655903220176697,0.859375,0,21,,
0.5472118258476257,0.9140625,0,22,,
0.5568761229515076,0.8828125,0,23,,
0.5663569569587708,0.859375,0,24,,
0.5710055828094482,0.84375,0,25,,
0.5648833513259888,0.8515625,0,26,,
0.5406692028045654,0.90625,0,27,,
0.5467298030853271,0.8828125,0,28,,
0.5878863334655762,0.7890625,0,29,,
0.5318911075592041,0.9140625,0,30,,
0.5651984214782715,0.84375,0,31,,
0.5821923613548279,0.8046875,0,32,,
0.5300222635269165,0.90625,0,33,,
0.5552046895027161,0.8515625,0,34,,
0.5587355494499207,0.8359375,0,35,,
0.5294592380523682,0.8984375,0,36,,
0.5367004871368408,0.875,1,37,,
0.5567952394485474,0.8359375,1,38,,
0.5400368571281433,0.859375,1,39,,
0.5251760482788086,0.890625,1,40,,
0.5510314106941223,0.84375,1,41,,
0.5142616629600525,0.90625,1,42,,
0.5427811145782471,0.84375,1,43,,
0.5276458859443665,0.875,1,44,,
0.5170320868492126,0.8984375,1,45,,
0.5127438306808472,0.90625,1,46,,
0.5081840753555298,0.90625,1,47,,
0.5338646173477173,0.859375,1,48,,
0.5431721806526184,0.84375,1,49,,
0.4942232668399811,0.921875,1,50,,
0.5496113896369934,0.8203125,1,51,,
0.5171354413032532,0.8671875,1,52,,
0.5153852701187134,0.875,1,53,,
0.51006019115448,0.875,1,54,,
0.5327825546264648,0.8359375,1,55,,
0.49054163694381714,0.8984375,1,56,,
0.4960933327674866,0.890625,1,57,,
0.5175830125808716,0.8515625,1,58,,
0.5049377679824829,0.875,1,59,,
0.4852215647697449,0.8984375,1,60,,
0.4852961301803589,0.890625,1,61,,
0.522982120513916,0.8359375,1,62,,
0.559495747089386,0.7734375,1,63,,
0.47561967372894287,0.90625,1,64,,
0.5136734843254089,0.84375,1,65,,
0.5070666670799255,0.8515625,1,66,,
0.5002162456512451,0.8671875,1,67,,
0.4847159683704376,0.875,1,68,,
0.5497115850448608,0.78125,1,69,,
0.5045769214630127,0.84375,1,70,,
0.4685082733631134,0.890625,1,71,,
0.4788213074207306,0.875,1,72,,
0.5129613876342773,0.8203125,1,73,,
0.4815169870853424,0.8671875,2,74,,
0.45936548709869385,0.890625,2,75,,
0.45395427942276,0.90625,2,76,,
0.4427388906478882,0.90625,2,77,,
0.48636168241500854,0.859375,2,78,,
0.4873129725456238,0.84375,2,79,,
0.4910132586956024,0.84375,2,80,,
0.4371926784515381,0.90625,2,81,,
0.4396167993545532,0.8984375,2,82,,
0.4910069704055786,0.8359375,2,83,,
0.480514794588089,0.8515625,2,84,,
